"identity","extraverted","critical","dependable","anxious","open","reserved","sympathetic","disorganized","calm","conventional","af1","af2","af3","af4","af5","af6","af7","af8","af9","af10","af11","af12","af13","af14","af15","af16","af17","af18","af19","af20","age","region","education","urban","trust_eu","trust_nat","trust_loc","sex","age_mean","concealing","tolerating","adjusting","trust_index","extraversion","conscientiousness","neuroticism","openness","agreeableness","soc_trust","ideology","salience"
22716366,5,5,4,5,6,2,3,4,4,4,3,3,4,4,2,4,4,2,2,2,4,2,2,4,3,3,3,3,3,3,20,"Midtjylland","Grund-/folkeskole","Bymæssig bebyggelse 10.000-49.999 indbyggere",8,8,8,"Female",25.06584,20,19,19,24,10,7,8,9,5,3,2,2
22855306,6,6,6,1,7,1,5,2,6,6,3,3,4,2,2,4,5,5,3,1,5,5,4,4,3,5,4,3,5,4,57,"Sjælland","Grund-/folkeskole","Bymæssig bebyggelse under 10.000 indbyggere",1,3,5,"Male",-11.93416,23,21,25,9,12,11,2,8,6,7,7,4
22862249,6,6,7,3,5,2,5,1,4,6,2,4,5,2,1,4,5,3,2,1,5,5,2,2,1,3,4,3,5,2,33,"Midtjylland","Mellemlang videregående uddannelse 3-4 år","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",5,5,6,"Female",12.06584,14,20,24,16,11,13,6,6,6,6,5,3
22997769,4,1,7,4,4,6,7,1,7,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,"Nordjylland","Grund-/folkeskole","Bymæssig bebyggelse 10.000-49.999 indbyggere",8,3,0,"Male",25.06584,24,15,18,11,5,13,4,10,13,NA,0,NA
23018612,4,5,4,5,4,4,4,5,4,4,3,3,2,3,2,3,4,3,2,2,3,3,3,3,2,4,2,3,3,3,29,"Sjælland","Grund-/folkeskole","Bymæssig bebyggelse under 10.000 indbyggere",0,4,7,"Male",16.06584,20,13,20,11,7,6,8,7,6,5,0,2
23075956,5,3,6,5,6,5,4,4,3,2,3,2,3,4,4,3,4,4,3,2,3,3,4,3,3,2,4,3,2,4,19,"Midtjylland","Grund-/folkeskole","Bymæssig bebyggelse under 10.000 indbyggere",2,3,5,"Male",26.06584,26,16,17,10,7,9,9,11,8,4,7,2
23088078,5,3,6,5,3,6,6,2,6,5,4,4,4,4,2,2,4,4,4,4,4,4,4,2,4,4,4,4,4,4,68,"Midtjylland","Erhvervsfaglig uddannelse","Bymæssig bebyggelse 10.000-49.999 indbyggere",8,7,8,"Female",-22.93416,30,16,24,23,6,11,6,5,10,8,5,3
23093024,6,6,6,2,4,4,6,4,6,4,3,3,3,3,4,3,4,3,2,3,3,4,3,3,4,3,4,3,4,4,57,"Syddanmark","Erhvervsfaglig uddannelse","Bymæssig bebyggelse 10.000-49.999 indbyggere",0,1,2,"Female",-11.93416,26,16,21,3,9,9,3,7,7,2,4,2
23103390,2,2,6,2,5,6,4,4,6,2,5,5,4,5,3,4,5,4,5,5,5,4,5,4,5,5,5,5,3,5,66,"Hovedstaden","Erhvervsfaglig uddannelse","Bymæssig bebyggelse 10.000-49.999 indbyggere",3,4,7,"Female",-20.93416,38,22,27,14,3,9,3,10,9,3,8,1
23104792,4,4,6,4,4,4,5,2,4,4,2,4,3,3,4,1,3,2,2,1,3,3,2,4,4,3,3,2,3,5,68,"Hovedstaden","Mellemlang videregående uddannelse 3-4 år","Hovedstadsområdet",3,4,0,"Female",-22.93416,22,14,19,7,7,11,7,7,8,4,4,4
23105442,7,5,5,2,6,1,6,2,4,3,4,4,4,4,4,3,4,3,4,4,4,4,4,2,4,2,4,3,5,5,21,"Hovedstaden","Erhvervsgymnasial uddannelse (HH/HTX/HHX)","Hovedstadsområdet",2,2,2,"Female",24.06584,32,17,23,6,13,10,5,10,8,7,8,1
23107723,4,2,5,5,3,4,4,1,2,3,4,3,3,3,5,4,5,3,3,3,3,3,4,1,3,2,3,3,3,3,36,"Sjælland","Mellemlang videregående uddannelse 3-4 år","Bymæssig bebyggelse 50.000-100.000 indbyggere",0,0,7,"Female",9.0658398,28,14,19,7,7,11,10,7,9,2,5,1
23108888,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,21,"Syddanmark","Grund-/folkeskole","Bymæssig bebyggelse 10.000-49.999 indbyggere",6,6,6,"Male",24.06584,24,15,18,18,7,7,7,7,7,7,7,3
23110253,4,7,5,2,7,2,4,3,4,6,3,2,4,3,2,4,3,2,5,2,4,2,2,3,2,3,3,4,3,2,62,"Nordjylland","Erhvervsfaglig uddannelse","Udenfor bymæssig bebyggelse – landområde",1,4,5,"Male",-16.93416,22,18,16,10,9,9,5,8,4,3,8,4
23120224,6,7,6,2,5,1,5,1,4,4,4,4,5,4,4,3,5,4,3,2,5,5,3,4,5,5,1,4,5,5,48,"Hovedstaden","Erhvervsfaglig uddannelse","Bymæssig bebyggelse under 10.000 indbyggere",5,8,8,"Female",-2.93416,30,18,28,21,12,12,5,8,5,3,10,5
23129473,2,7,6,6,3,5,7,1,3,7,4,2,2,2,2,2,3,3,2,1,4,3,2,2,2,2,4,2,3,2,23,"Syddanmark","Grund-/folkeskole","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",NA,2,4,"Female",22.06584,17,14,15,NA,4,12,10,3,7,2,5,2
23130324,6,6,6,5,4,3,5,3,4,3,2,2,2,2,2,3,3,3,2,2,3,4,2,3,1,2,4,2,3,2,22,"Sjælland","Grund-/folkeskole","Bymæssig bebyggelse 50.000-100.000 indbyggere",7,7,7,"Female",23.06584,15,15,16,21,10,10,8,8,6,7,NA,2
23139271,5,6,6,6,6,6,6,6,6,6,3,5,3,4,4,4,4,4,3,3,3,3,3,4,3,4,4,3,4,4,25,"Midtjylland","Kort videregående uddannelse under 3 år","Bymæssig bebyggelse 50.000-100.000 indbyggere",4,5,4,"Male",20.06584,26,18,24,13,6,7,7,7,7,5,3,1
23149947,3,5,6,5,2,3,6,1,3,6,2,2,2,2,5,1,2,4,2,2,4,2,2,1,4,2,3,3,3,4,33,"Syddanmark","Kort videregående uddannelse under 3 år","Bymæssig bebyggelse 10.000-49.999 indbyggere",3,0,7,"Female",12.06584,24,11,13,10,7,12,9,3,8,2,3,3
23153920,3,3,3,4,4,4,3,4,3,3,4,3,4,3,4,2,4,3,4,4,4,4,4,2,4,3,4,4,3,3,52,"Sjælland","Grund-/folkeskole","Bymæssig bebyggelse under 10.000 indbyggere",1,7,8,"Male",-6.9341602,31,16,20,16,6,6,8,8,7,3,8,3
23162955,4,5,5,4,6,4,4,4,4,3,2,3,4,4,4,4,4,3,4,3,4,3,4,4,4,2,3,2,3,2,61,"Sjælland","Erhvervsfaglig uddannelse","Bymæssig bebyggelse under 10.000 indbyggere",8,8,6,"Male",-15.93416,25,19,19,22,7,8,7,10,6,4,8,4
23171200,6,5,7,5,5,5,4,5,6,6,3,4,4,3,3,5,3,4,3,5,2,5,4,4,5,4,4,5,2,4,23,"Nordjylland","Mellemlang videregående uddannelse 3-4 år","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",9,7,7,"Male",22.06584,32,19,21,23,8,9,6,6,6,8,8,5
23176177,6,1,6,6,4,6,6,4,2,4,3,2,3,3,2,4,3,4,1,3,4,5,3,1,5,3,4,2,4,4,48,"Syddanmark","Kort videregående uddannelse under 3 år","Bymæssig bebyggelse 10.000-49.999 indbyggere",8,2,3,"Male",-2.93416,23,16,20,13,7,9,11,7,12,10,10,3
23179750,7,4,6,2,5,2,6,2,6,3,3,5,5,4,2,4,4,5,5,5,5,4,5,5,5,5,3,3,5,5,66,"Hovedstaden","Lang videregående uddannelse 5 år eller mere","Hovedstadsområdet",0,10,10,"Female",-20.93416,33,22,27,20,12,11,3,9,9,8,5,4
23180679,6,4,5,2,5,3,6,5,6,4,2,4,3,4,4,2,3,3,3,3,4,4,3,3,3,3,3,1,4,3,20,"Hovedstaden","Almengymnasial uddannelse (studentereksamen/HF)","Hovedstadsområdet",NA,NA,NA,"Female",25.06584,22,15,22,NA,10,7,3,8,9,8,7,2
23205655,7,7,7,1,7,1,7,1,7,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,65,"Sjælland","Mellemlang videregående uddannelse 3-4 år","Hovedstadsområdet",0,1,2,"Female",-19.93416,40,25,30,3,13,13,1,13,7,NA,NA,NA
23230749,3,2,6,2,5,3,6,4,6,5,4,3,4,3,4,4,3,3,4,3,4,3,2,3,4,2,3,2,4,4,23,"Hovedstaden","Erhvervsgymnasial uddannelse (HH/HTX/HHX)","Hovedstadsområdet",7,8,7,"Male",22.06584,27,18,18,22,7,9,3,7,11,8,4,3
23238851,4,4,4,5,4,5,5,4,5,6,3,4,3,4,3,3,3,3,4,3,3,4,3,3,3,3,4,3,3,4,35,"Midtjylland","Erhvervsfaglig uddannelse","Bymæssig bebyggelse 50.000-100.000 indbyggere",8,7,7,"Male",10.06584,26,16,21,22,6,7,7,5,8,6,7,2
23295668,4,4,4,2,5,3,3,2,4,3,3,3,4,3,2,4,3,4,2,2,4,3,2,4,2,2,4,1,4,2,64,"Hovedstaden","Grund-/folkeskole","Hovedstadsområdet",8,8,8,"Female",-18.93416,16,20,18,24,8,9,5,9,6,8,3,3
23344455,4,4,7,2,4,4,3,4,7,2,5,5,5,5,5,1,5,1,5,5,5,5,1,5,5,5,5,5,5,5,59,"Hovedstaden","Lang videregående uddannelse 5 år eller mere","Hovedstadsområdet",1,1,1,"Male",-13.93416,36,21,30,3,7,10,2,9,6,2,9,2
23346127,5,4,4,3,5,2,4,2,3,1,4,3,3,3,3,4,2,3,3,3,5,2,3,4,3,3,4,2,3,2,72,"Nordjylland","Erhvervsfaglig uddannelse","Bymæssig bebyggelse 10.000-49.999 indbyggere",3,5,6,"Female",-26.93416,23,20,16,14,10,9,7,11,7,6,9,3
23346556,6,6,6,6,6,1,6,2,2,3,3,3,4,3,3,4,2,4,3,2,4,3,3,4,4,3,4,3,3,3,60,"Syddanmark","Mellemlang videregående uddannelse 3-4 år","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",0,1,2,"Female",-14.93416,24,20,17,3,12,11,11,10,7,NA,3,2
23346634,6,6,6,4,7,2,6,2,6,4,4,4,4,4,4,4,3,4,3,4,4,4,2,4,4,3,4,4,4,4,63,"Syddanmark","Erhvervsfaglig uddannelse","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",0,1,4,"Male",-17.93416,29,20,22,5,11,11,5,10,7,3,4,2
23347637,3,5,6,2,6,4,3,2,6,5,4,4,4,3,4,3,4,3,4,4,3,2,4,3,4,4,4,2,3,4,70,"Sjælland","Mellemlang videregående uddannelse 3-4 år","Bymæssig bebyggelse 10.000-49.999 indbyggere",7,8,6,"Male",-24.93416,30,17,20,21,6,11,3,8,5,7,4,4
23348089,4,7,7,7,4,7,7,1,7,4,5,1,5,3,3,5,1,5,1,1,5,1,1,5,1,3,5,5,1,1,64,"Hovedstaden","Grund-/folkeskole","Bymæssig bebyggelse under 10.000 indbyggere",0,5,0,"Male",-18.93416,18,25,10,5,4,13,7,7,7,8,5,3
23348789,5,7,7,4,6,3,7,2,7,5,3,5,5,5,1,5,5,1,4,5,5,5,5,5,3,5,4,3,5,4,48,"Sjælland","Erhvervsfaglig uddannelse","Bymæssig bebyggelse under 10.000 indbyggere",0,2,4,"Male",-2.93416,28,24,30,6,9,12,4,8,7,0,7,5
23349780,7,7,7,5,6,1,6,2,4,4,3,4,4,4,3,4,5,4,3,3,5,5,2,4,5,5,5,3,5,5,37,"Sjælland","Mellemlang videregående uddannelse 3-4 år","Bymæssig bebyggelse 10.000-49.999 indbyggere",10,10,10,"Female",8.0658398,27,22,28,30,13,12,8,9,6,9,8,4
23353701,5,5,6,2,6,4,4,3,5,3,3,4,4,4,4,3,5,3,3,2,5,4,3,2,2,3,3,2,4,3,60,"Hovedstaden","Mellemlang videregående uddannelse 3-4 år","Bymæssig bebyggelse 10.000-49.999 indbyggere",3,6,7,"Female",-14.93416,22,17,24,16,8,10,4,10,6,7,4,2
23364881,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,"Sjælland","Grund-/folkeskole","Bymæssig bebyggelse 10.000-49.999 indbyggere",0,0,0,"Male",25.06584,8,5,6,0,7,7,7,7,7,NA,9,NA
23394670,6,6,5,2,6,3,7,4,7,2,4,5,3,2,3,1,2,1,4,4,4,4,4,3,5,5,3,4,4,4,24,"Sjælland","Grund-/folkeskole","Bymæssig bebyggelse 50.000-100.000 indbyggere",6,4,7,"Female",21.06584,32,14,22,17,10,8,2,11,8,4,4,3
23402865,6,6,5,7,7,3,4,1,2,5,3,1,4,2,4,2,1,4,3,2,5,3,3,1,3,4,5,4,3,3,21,"Hovedstaden","Almengymnasial uddannelse (studentereksamen/HF)","Hovedstadsområdet",5,5,6,"Female",24.06584,25,17,14,16,10,11,12,9,5,4,7,2
23408999,7,4,4,4,6,1,7,4,4,1,5,3,5,4,4,5,4,3,3,3,5,3,3,4,2,2,5,2,4,5,36,"Hovedstaden","Kort videregående uddannelse under 3 år","Hovedstadsområdet",0,5,6,"Female",9.0658398,27,24,20,11,13,7,7,12,10,10,0,3
23414411,3,5,5,5,3,6,4,1,5,2,2,2,4,4,2,4,2,3,3,3,5,3,3,4,4,2,4,2,3,3,21,"Hovedstaden","Almengymnasial uddannelse (studentereksamen/HF)","Hovedstadsområdet",7,7,7,"Female",24.06584,22,21,16,21,4,11,7,8,6,5,7,2
23445926,1,2,4,2,3,7,4,4,4,4,4,3,2,3,4,2,4,3,4,3,5,3,3,2,4,3,3,1,3,4,28,"Sjælland","Grund-/folkeskole","Bymæssig bebyggelse 50.000-100.000 indbyggere",0,0,0,"Female",17.06584,27,14,19,0,1,7,5,6,9,1,NA,1
23492246,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,25,"Midtjylland","Grund-/folkeskole","Bymæssig bebyggelse 50.000-100.000 indbyggere",6,6,6,"Male",20.06584,24,15,18,18,7,7,7,7,7,5,5,1
23501504,5,5,5,3,5,3,6,4,5,4,4,3,4,3,4,3,3,4,4,2,4,5,4,4,4,4,5,3,4,4,29,"Hovedstaden","Grund-/folkeskole","Hovedstadsområdet",5,5,5,"Male",16.06584,29,20,22,15,9,8,5,8,8,4,1,2
23514267,7,7,7,7,7,1,4,3,5,3,5,3,4,1,5,5,3,3,3,1,4,5,5,4,1,4,3,3,5,1,28,"Midtjylland","Erhvervsfaglig uddannelse","Udenfor bymæssig bebyggelse – landområde",2,6,9,"Male",17.06584,24,20,21,17,13,11,9,11,4,8,10,2
23541409,4,4,4,4,4,4,4,4,4,4,5,5,3,3,3,3,5,5,3,3,5,5,3,3,5,5,3,5,5,3,37,"Sjælland","Grund-/folkeskole","Bymæssig bebyggelse under 10.000 indbyggere",0,0,5,"Male",8.0658398,30,17,28,5,7,7,7,7,7,5,5,2
23779181,5,3,7,5,7,4,5,4,5,3,4,3,4,5,5,2,3,3,3,4,5,3,4,3,3,2,5,3,2,4,22,"Syddanmark","Almengymnasial uddannelse (studentereksamen/HF)","Bymæssig bebyggelse 10.000-49.999 indbyggere",8,8,8,"Female",23.06584,30,19,18,24,8,10,7,11,9,9,4,1
23822033,5,4,6,1,6,4,5,1,6,4,2,3,3,4,2,5,4,2,1,2,5,4,2,3,2,3,5,2,4,3,30,"Hovedstaden","Kort videregående uddannelse under 3 år","Bymæssig bebyggelse 10.000-49.999 indbyggere",8,8,8,"Female",15.06584,16,21,22,24,8,12,2,9,8,8,8,4
23825465,5,4,5,1,5,2,5,1,5,2,4,4,4,5,2,4,4,2,4,3,5,4,3,3,4,4,4,1,5,5,56,"Hovedstaden","Mellemlang videregående uddannelse 3-4 år","Hovedstadsområdet",8,8,8,"Female",-10.93416,26,20,26,24,10,11,3,10,8,10,3,3
23826490,3,2,6,2,5,4,5,3,6,3,3,3,3,3,3,3,2,2,3,3,3,2,3,3,3,2,2,1,3,4,48,"Hovedstaden","Lang videregående uddannelse 5 år eller mere","Hovedstadsområdet",4,7,7,"Male",-2.93416,23,14,15,18,6,10,3,9,10,7,5,3
24004935,5,6,5,5,4,4,4,4,4,4,2,3,3,3,2,3,4,1,3,4,4,3,3,3,1,3,3,4,4,2,51,"Nordjylland","Erhvervsfaglig uddannelse","Bymæssig bebyggelse 10.000-49.999 indbyggere",6,6,7,"Female",-5.9341602,21,16,20,19,8,8,8,7,5,5,5,3
24032562,7,5,5,1,5,1,4,1,5,3,4,5,3,3,2,3,2,2,1,4,4,2,4,3,3,2,3,3,2,4,30,"Midtjylland","Erhvervsfaglig uddannelse","Bymæssig bebyggelse under 10.000 indbyggere",4,3,2,"Male",15.06584,25,16,16,9,13,11,3,9,6,3,10,4
24032763,4,5,5,1,5,2,4,4,4,4,3,3,3,3,3,1,3,1,5,5,3,3,5,5,5,3,1,1,5,3,68,"Hovedstaden","Lang videregående uddannelse 5 år eller mere","Hovedstadsområdet",0,8,10,"Male",-22.93416,30,13,20,18,9,8,4,8,6,8,4,3
24033603,6,5,7,1,6,2,4,1,7,4,4,2,4,3,4,5,4,2,4,3,4,5,3,4,2,2,3,2,4,2,70,"Hovedstaden","Forskeruddannelse (f.eks. PHD)","Hovedstadsområdet",2,2,4,"Male",-24.93416,24,20,20,8,11,13,1,9,6,8,7,4
24034757,3,6,4,2,3,4,3,4,2,4,2,4,3,3,3,4,3,5,2,2,4,3,4,4,2,3,3,2,3,2,30,"Hovedstaden","Erhvervsfaglig uddannelse","Hovedstadsområdet",3,7,5,"Male",15.06584,19,18,19,15,6,7,7,6,4,7,3,2
24039120,6,5,6,5,5,3,7,4,6,5,3,2,5,3,2,5,4,4,3,2,5,5,3,5,3,5,5,4,5,3,51,"Hovedstaden","Erhvervsfaglig uddannelse","Hovedstadsområdet",3,6,8,"Male",-5.9341602,23,25,24,17,10,9,6,7,9,9,6,3
24057698,4,6,3,4,5,6,2,7,2,7,5,4,4,3,5,2,5,2,5,4,5,4,5,5,4,2,2,5,4,4,26,"Hovedstaden","Almengymnasial uddannelse (studentereksamen/HF)","Hovedstadsområdet",NA,0,5,"Male",19.06584,37,18,22,NA,5,3,9,5,3,8,NA,2
24135058,5,4,4,5,4,4,4,4,4,5,3,3,4,3,3,5,3,4,3,3,5,3,3,3,3,3,5,4,3,3,21,"Nordjylland","Almengymnasial uddannelse (studentereksamen/HF)","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",NA,NA,NA,"Female",24.06584,25,22,18,NA,8,7,8,6,7,7,NA,1
24141749,5,5,6,4,5,6,6,1,6,3,3,3,4,5,2,3,2,4,2,3,4,2,2,3,2,3,4,3,2,4,21,"Midtjylland","Erhvervsgymnasial uddannelse (HH/HTX/HHX)","Bymæssig bebyggelse 50.000-100.000 indbyggere",4,4,8,"Female",24.06584,21,18,17,16,6,12,5,9,8,6,4,3
24169963,4,4,6,2,5,2,5,5,5,4,4,2,4,4,3,4,3,3,4,4,3,4,4,4,3,4,3,3,3,3,32,"Syddanmark","Kort videregående uddannelse under 3 år","Bymæssig bebyggelse 10.000-49.999 indbyggere",6,6,6,"Male",13.06584,28,18,20,18,9,8,4,8,8,6,5,2
24197874,5,5,5,3,5,5,5,2,5,3,4,3,4,4,4,2,4,2,4,3,4,4,3,3,2,5,5,3,4,4,22,"Midtjylland","Grund-/folkeskole","Bymæssig bebyggelse 10.000-49.999 indbyggere",5,5,5,"Male",23.06584,27,18,24,15,7,10,5,9,7,7,6,3
24222519,5,3,7,4,5,3,6,2,5,2,2,2,2,4,4,4,5,1,2,3,5,3,3,1,5,2,5,2,4,5,21,"Hovedstaden","Almengymnasial uddannelse (studentereksamen/HF)","Hovedstadsområdet",8,6,7,"Female",24.06584,26,17,20,21,9,12,6,10,10,8,4,2
24292690,6,5,6,2,6,4,4,2,4,3,3,2,4,4,4,3,2,3,4,4,2,2,4,1,2,3,4,2,3,4,66,"Midtjylland","Erhvervsgymnasial uddannelse (HH/HTX/HHX)","Bymæssig bebyggelse under 10.000 indbyggere",0,0,3,"Male",-20.93416,27,14,16,3,9,11,5,10,6,2,7,2
24318354,2,5,5,4,4,3,5,5,4,3,4,2,5,5,2,2,4,3,3,4,3,4,4,3,4,3,4,3,3,2,21,"Syddanmark","Kort videregående uddannelse under 3 år","Bymæssig bebyggelse 10.000-49.999 indbyggere",4,6,8,"Female",24.06584,26,17,21,18,6,7,7,8,7,4,5,3
24397040,4,3,5,2,5,4,4,3,5,4,3,4,4,4,3,3,4,3,3,3,4,2,3,2,4,3,4,3,3,4,35,"Midtjylland","Erhvervsfaglig uddannelse","Bymæssig bebyggelse 10.000-49.999 indbyggere",3,6,7,"Male",10.06584,26,17,20,16,7,9,4,8,8,9,NA,3
24528503,4,7,3,4,3,4,3,5,2,5,1,1,2,1,4,2,3,3,1,1,3,3,1,2,2,1,4,1,2,1,64,"Midtjylland","Grund-/folkeskole","Bymæssig bebyggelse 10.000-49.999 indbyggere",0,0,0,"Male",-18.93416,12,13,11,0,7,5,9,5,3,0,7,3
24630332,4,5,5,4,4,4,4,3,5,4,4,4,4,2,3,3,3,3,3,3,3,4,4,3,3,4,2,3,4,3,30,"Midtjylland","Erhvervsfaglig uddannelse","Bymæssig bebyggelse 10.000-49.999 indbyggere",6,7,6,"Male",15.06584,26,15,21,19,7,9,6,7,6,7,2,2
24644602,3,5,6,2,4,5,6,3,6,4,5,4,4,4,4,4,1,2,5,4,4,1,4,2,4,5,4,3,1,5,32,"Hovedstaden","Kort videregående uddannelse under 3 år","Hovedstadsområdet",0,0,0,"Male",13.06584,34,18,16,0,5,10,3,7,8,6,10,3
24731472,5,5,5,5,5,2,4,5,5,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,25,"Syddanmark","Mellemlang videregående uddannelse 3-4 år","Bymæssig bebyggelse 10.000-49.999 indbyggere",0,1,6,"Male",20.06584,32,20,23,7,10,7,7,9,6,5,3,3
24742768,2,7,4,5,2,4,1,1,3,7,4,2,4,3,4,4,1,5,3,3,5,3,5,1,3,4,5,4,4,2,37,"Hovedstaden","Grund-/folkeskole","Bymæssig bebyggelse 10.000-49.999 indbyggere",0,6,2,"Female",8.0658398,28,19,17,8,5,10,9,2,1,3,0,3
24748107,4,7,7,7,7,7,7,7,7,7,2,4,1,1,1,1,3,3,4,4,3,3,5,5,2,3,4,2,2,4,19,"Syddanmark","Grund-/folkeskole","Bymæssig bebyggelse 50.000-100.000 indbyggere",9,1,6,"Male",26.06584,24,14,16,16,4,7,7,7,7,5,4,4
24748308,6,4,5,3,6,3,6,3,4,4,3,4,3,3,2,3,4,1,4,3,4,4,2,2,3,3,3,5,5,2,62,"Midtjylland","Erhvervsfaglig uddannelse","Bymæssig bebyggelse under 10.000 indbyggere",3,6,3,"Male",-16.93416,24,15,23,12,10,9,6,9,9,3,5,3
24751339,7,7,7,1,7,1,6,1,7,5,3,5,5,4,3,5,3,4,3,3,4,4,3,4,4,4,4,3,5,5,47,"Midtjylland","Erhvervsfaglig uddannelse","Bymæssig bebyggelse under 10.000 indbyggere",3,5,6,"Male",-1.93416,27,22,25,14,13,13,1,9,6,6,10,3
24763534,4,6,6,3,5,4,4,3,4,2,3,3,3,3,3,4,4,3,3,3,4,4,2,4,3,4,4,3,4,2,64,"Syddanmark","Erhvervsfaglig uddannelse","Bymæssig bebyggelse under 10.000 indbyggere",1,5,7,"Male",-18.93416,22,19,22,13,7,10,6,10,5,4,5,3
24770785,5,5,6,3,5,3,5,1,6,6,4,3,4,5,2,4,3,5,3,4,5,4,4,5,4,3,4,2,4,2,18,"Syddanmark","Grund-/folkeskole","Bymæssig bebyggelse under 10.000 indbyggere",7,7,6,"Female",27.06584,25,22,22,20,9,12,4,6,7,6,4,3
24778712,4,2,7,5,3,4,6,1,4,5,2,5,5,4,3,4,4,3,4,4,4,4,3,2,4,3,4,5,4,4,36,"Sjælland","Mellemlang videregående uddannelse 3-4 år","Bymæssig bebyggelse 10.000-49.999 indbyggere",3,7,5,"Female",9.0658398,29,19,24,15,7,13,8,5,11,8,3,2
24796822,6,3,4,5,2,5,4,5,6,3,2,3,3,3,4,2,3,3,3,2,5,2,4,2,4,4,3,3,2,3,20,"Nordjylland","Almengymnasial uddannelse (studentereksamen/HF)","Bymæssig bebyggelse 10.000-49.999 indbyggere",5,8,3,"Male",25.06584,25,15,17,16,8,6,6,6,8,5,10,4
24799719,5,4,4,3,4,3,4,2,3,2,2,3,5,3,4,4,3,2,2,3,5,3,3,4,4,4,4,4,3,4,24,"Hovedstaden","Erhvervsgymnasial uddannelse (HH/HTX/HHX)","Hovedstadsområdet",5,6,7,"Female",21.06584,26,22,19,18,9,9,7,9,7,7,2,4
24854342,2,2,6,2,4,6,5,1,6,4,5,5,3,4,5,3,4,2,5,5,4,2,5,2,5,4,2,4,2,5,40,"Syddanmark","Erhvervsfaglig uddannelse","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",5,5,10,"Female",5.0658398,39,14,21,20,3,12,3,7,10,1,8,3
24891144,7,6,6,4,5,1,7,4,5,2,2,4,3,3,4,1,4,5,4,3,4,3,4,2,3,3,5,4,5,4,49,"Nordjylland","Grund-/folkeskole","Bymæssig bebyggelse 10.000-49.999 indbyggere",1,1,4,"Female",-3.93416,28,15,22,6,13,9,6,10,8,8,NA,NA
24939029,2,3,5,2,6,6,6,3,5,2,4,5,3,2,4,2,2,2,4,4,4,3,4,2,4,3,4,2,3,4,62,"Hovedstaden","Lang videregående uddannelse 5 år eller mere","Bymæssig bebyggelse under 10.000 indbyggere",6,8,8,"Male",-16.93416,30,15,18,22,3,9,4,11,10,8,3,5
24958086,4,5,7,4,6,3,5,1,4,6,4,5,3,3,2,3,3,1,4,3,4,4,3,1,5,2,5,1,4,3,37,"Hovedstaden","Erhvervsfaglig uddannelse","Hovedstadsområdet",NA,7,7,"Male",8.0658398,25,16,21,NA,8,13,7,7,7,5,3,4
24967309,5,7,4,4,5,4,5,2,3,3,3,3,4,3,2,3,3,3,3,2,4,3,2,3,3,3,5,3,3,3,61,"Midtjylland","Grund-/folkeskole","Hovedstadsområdet",5,5,7,"Female",-15.93416,21,19,18,17,8,9,8,9,5,6,1,3
24975004,7,1,1,1,1,1,1,1,1,1,5,4,2,1,4,1,5,1,5,5,5,1,5,1,5,4,5,5,5,4,63,"Syddanmark","Grund-/folkeskole","Udenfor bymæssig bebyggelse – landområde",0,0,0,"Female",-17.93416,38,14,20,0,13,7,7,7,7,0,NA,3
24988318,7,6,7,3,6,4,7,1,4,3,3,3,5,4,2,4,5,4,1,2,4,5,1,3,2,4,5,3,4,1,57,"Syddanmark","Erhvervsfaglig uddannelse","Bymæssig bebyggelse 10.000-49.999 indbyggere",2,5,8,"Female",-11.93416,15,21,25,15,10,13,6,10,8,7,8,3
25000129,6,7,6,1,7,2,5,5,5,2,5,4,4,4,2,4,3,4,5,5,4,5,5,4,4,3,5,4,4,5,58,"Sjælland","Lang videregående uddannelse 5 år eller mere","Bymæssig bebyggelse 10.000-49.999 indbyggere",8,10,10,"Male",-12.93416,35,21,23,28,11,8,3,12,5,10,3,5
25001351,5,4,5,2,5,2,5,2,5,2,4,4,4,4,3,4,4,4,4,2,4,4,4,2,4,4,4,2,4,4,41,"Syddanmark","Kort videregående uddannelse under 3 år","Udenfor bymæssig bebyggelse – landområde",5,5,5,"Female",4.0658398,27,18,24,15,10,10,4,10,8,7,6,2
