"identity","extraverted","critical","dependable","anxious","open","reserved","sympathetic","disorganized","calm","conventional","af1","af2","af3","af4","af5","af6","af7","af8","af9","af10","af11","af12","af13","af14","af15","af16","af17","af18","af19","af20","age","inputstate","region","education","urban","ideology","trust_fed","trust_nat","trust_loc","soc_trust","sex","concealing","tolerating","adjusting","trust_index","salience","age_mean","extraversion","agreeableness","conscientiousness","neuroticism","openness"
17309392,3,3,6,2,5,5,7,2,6,2,4,4,4,4,4,4,3,1,5,3,5,4,4,2,2,3,5,4,4,3,66,"Wisconsin","South","2-year","City",8,0,7,8,5,"Male",29,20,23,15,3,-19.41205,5,11,11,3,10
17316452,4,1,7,4,5,6,7,2,4,1,2,2,1,2,4,2,1,2,2,1,2,1,1,1,2,1,3,2,1,1,44,"South Carolina","Midwest","High school graduate","Town",NA,NA,NA,NA,NA,"Male",15,9,10,NA,2,2.58795,5,13,12,7,11
17461663,6,5,7,4,7,4,6,1,6,1,1,3,4,3,4,2,2,3,1,1,2,2,1,3,2,4,4,1,4,1,62,"California","West","Some college","Suburb",0,3,3,3,3,"Male",12,15,21,9,2,-15.41205,9,8,13,5,13
17492254,1,4,5,2,5,4,4,4,3,4,4,2,4,3,3,3,2,3,3,3,4,3,3,4,3,3,3,4,3,3,42,"Kansas","South","2-year","Rural area",NA,0,0,0,4,"Female",26,18,19,0,0,4.5879502,4,7,8,6,8
17505534,1,2,4,2,5,7,5,4,6,5,3,4,4,2,4,3,4,3,3,2,5,4,3,3,4,3,2,2,2,3,29,"Oklahoma","Midwest","4-year","Suburb",9,0,1,8,0,"Female",24,17,22,9,3,17.58795,1,10,7,3,7
17521272,4,3,7,4,6,2,5,1,5,4,5,3,4,3,4,3,2,2,5,3,5,2,3,2,3,2,4,4,3,3,63,"Michigan","South","Some college","Suburb",5,2,1,8,6,"Female",30,18,17,11,4,-16.41205,9,9,13,6,9
17548652,4,4,5,2,5,4,4,5,4,2,2,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,2,4,3,2,41,"Texas","Midwest","2-year","City",2,6,3,5,7,"Male",24,15,21,14,2,5.5879502,7,7,7,5,10
17598680,5,2,7,3,5,3,5,1,6,2,4,4,4,4,3,1,4,3,4,5,5,4,2,5,5,4,4,4,2,5,63,"California","West","High school graduate","Suburb",5,1,6,6,2,"Male",32,19,25,13,3,-16.41205,9,10,13,4,10
17611765,3,4,6,4,5,3,5,3,3,4,2,1,3,3,2,2,3,2,1,3,4,2,3,3,2,3,4,2,4,2,74,"California","West","Some college","Suburb",6,3,3,3,6,"Male",17,16,18,9,2,-27.41205,7,8,10,8,8
17665640,2,2,6,2,4,5,7,1,6,2,3,4,4,2,1,3,2,2,5,5,4,2,1,4,3,2,3,3,3,4,28,"Wisconsin","South","Some college","City",2,2,2,2,3,"Female",25,18,17,6,2,18.58795,4,12,12,3,9
17684897,5,3,7,4,6,2,7,1,7,3,3,4,5,4,2,3,3,2,4,1,4,3,4,3,2,5,5,2,2,2,39,"Pennsylvania","Northeast","Post-grad","Suburb",5,0,0,0,5,"Female",20,20,23,0,4,7.5879502,10,11,13,4,10
17785697,6,3,7,2,7,5,3,1,6,2,2,4,4,4,4,2,4,4,3,1,2,4,2,4,4,3,3,3,4,4,71,"Wisconsin","South","4-year","Suburb",6,6,7,9,7,"Female",23,15,27,22,3,-24.41205,8,7,13,3,12
17886938,4,7,7,7,7,7,7,7,7,7,3,3,1,3,2,2,2,3,1,1,2,3,2,2,3,3,2,2,2,2,49,"Colorado","West","2-year","Rural area",10,0,0,0,5,"Male",16,9,19,0,2,-2.41205,4,7,7,7,7
17896842,5,1,5,1,6,3,4,2,5,1,3,4,3,4,3,3,4,2,5,3,3,4,4,4,3,4,3,2,3,4,63,"Maine","Northeast","Some college","Rural area",1,3,6,10,7,"Female",27,16,25,19,3,-16.41205,9,10,10,3,12
17910160,3,2,5,2,4,6,6,3,6,4,3,4,3,3,2,3,4,4,3,2,3,4,2,2,2,4,2,1,4,2,31,"Alaska","West","Some college","City",8,6,7,5,8,"Female",17,13,27,18,2,15.58795,4,11,9,3,7
17926998,2,4,7,5,5,6,4,1,7,1,1,4,5,2,4,1,2,1,1,1,5,1,1,5,2,2,2,1,1,3,28,"New Mexico","West","4-year","Suburb",10,4,6,6,4,"Male",14,18,13,16,4,18.58795,3,7,13,5,11
17929012,1,1,1,2,1,2,2,3,2,2,2,1,3,2,1,1,1,1,2,1,2,1,1,1,2,1,2,3,1,2,36,"Illinois","South","Some college","City",NA,0,0,0,0,"Male",14,9,8,0,1,10.58795,6,8,5,7,6
17959261,3,4,5,2,4,6,3,5,5,5,2,3,5,3,2,4,3,3,2,3,3,4,4,3,3,3,3,3,3,4,57,"Florida","Midwest","Post-grad","Suburb",3,4,0,3,5,"Female",23,18,22,7,4,-10.41205,4,6,7,4,6
18008380,4,1,7,2,7,7,4,6,6,4,4,4,3,4,4,3,4,3,4,3,3,4,2,3,3,3,2,3,2,5,73,"Colorado","West","Post-grad","Rural area",8,9,9,8,3,"Female",28,14,24,26,3,-26.41205,4,10,8,3,10
18019640,6,4,5,3,6,3,6,5,5,3,2,3,4,5,2,4,4,4,2,3,5,5,1,4,2,4,5,1,5,2,59,"Massachusetts","Northeast","4-year","City",0,10,10,10,10,"Male",15,22,30,30,4,-12.41205,10,9,7,5,10
18048049,5,1,7,1,7,7,7,2,7,1,4,5,5,5,5,4,5,5,5,4,5,5,2,3,5,5,5,1,5,5,60,"Georgia","Midwest","4-year","Suburb",10,0,8,NA,8,"Male",31,22,35,NA,4,-13.41205,5,13,12,1,13
18055784,5,5,6,4,3,5,5,1,6,4,2,4,3,4,3,3,4,4,3,2,4,3,3,3,2,3,4,5,3,2,18,"Massachusetts","Northeast","Some college","Town",5,2,5,6,6,"Female",22,17,25,13,1,28.58795,7,7,12,5,6
18107737,2,3,6,5,4,5,6,2,4,4,2,3,3,4,3,3,3,2,3,2,4,3,3,3,3,3,3,2,3,2,35,"Utah","West","4-year","City",2,7,6,8,6,"Female",20,16,21,21,3,11.58795,4,10,11,8,7
18113421,4,1,5,1,6,4,5,3,6,1,3,5,4,5,2,4,5,3,4,4,4,5,4,4,5,4,4,5,5,5,54,"Indiana","South","Some college","Suburb",5,0,5,6,5,"Female",32,20,32,11,2,-7.4120498,7,11,9,2,12
18218505,7,1,6,1,6,1,6,1,7,1,5,4,5,5,3,1,4,4,2,2,3,1,3,3,3,4,3,1,3,5,32,"Oregon","West","4-year","City",5,1,3,5,9,"Male",24,15,25,9,2,14.58795,13,12,12,1,12
18244032,1,3,7,5,7,7,7,2,6,3,5,5,5,3,4,1,3,3,5,5,5,2,5,5,5,4,5,3,2,5,26,"Florida","Midwest","High school graduate","City",6,0,3,6,7,"Female",37,21,22,9,4,20.58795,1,11,12,6,11
18338882,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,53,"North Carolina","Midwest","2-year","Suburb",NA,NA,NA,NA,NA,"Male",24,15,21,NA,NA,-6.4120498,7,7,7,7,7
18387892,5,5,5,4,5,3,4,2,6,4,2,3,3,3,1,4,3,1,2,2,5,2,2,3,3,2,4,2,2,3,37,"North Carolina","Midwest","2-year","City",3,3,2,4,7,"Male",17,19,16,9,3,9.5879498,9,6,10,5,8
18413431,4,3,6,2,5,3,3,1,6,4,3,3,3,4,1,3,4,3,3,3,3,4,4,4,3,3,3,1,3,4,73,"New York","Northeast","4-year","Town",8,4,2,7,5,"Female",22,16,24,13,3,-26.41205,8,7,12,3,8
18426533,3,2,5,1,6,3,6,1,6,1,4,4,3,4,3,2,4,4,4,4,4,4,4,2,3,4,3,1,4,2,51,"Oklahoma","Midwest","2-year","Suburb",5,5,5,5,5,"Female",25,14,28,15,4,-4.4120498,7,11,11,2,12
18554085,3,1,7,1,4,4,6,3,7,3,3,5,4,4,4,4,4,3,4,4,4,3,3,4,5,3,3,3,3,4,72,"North Carolina","Midwest","4-year","Town",3,3,5,9,7,"Female",30,19,25,17,4,-25.41205,6,12,11,1,8
18571670,6,5,5,4,5,3,4,2,4,5,3,4,4,4,4,4,4,4,4,5,4,3,2,4,4,4,4,4,4,3,70,"Connecticut","Northeast","Some college","Town",7,0,0,0,5,"Female",29,20,27,0,3,-23.41205,10,6,10,7,7
18585593,6,5,5,3,6,1,3,3,5,2,2,3,4,4,2,4,3,3,1,3,4,2,2,3,3,4,3,1,2,4,51,"Illinois","South","High school graduate","Rural area",5,0,0,0,5,"Female",18,18,21,0,3,-4.4120498,12,5,9,5,11
18590036,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,31,"California","West","Some college","City",6,5,5,5,6,"Female",24,15,21,15,2,15.58795,7,7,7,7,7
18658408,3,2,5,2,4,5,6,2,6,2,3,3,4,3,4,2,3,2,4,4,4,3,3,4,3,4,3,3,2,3,50,"Texas","Midwest","Some college","Rural area",NA,2,3,3,5,"Male",27,17,20,8,2,-3.41205,5,11,10,3,9
18688076,1,1,7,1,7,7,7,1,7,7,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,54,"Texas","Midwest","High school graduate","City",1,0,0,0,3,"Female",36,25,35,0,1,-7.4120498,1,13,13,1,7
18698033,4,1,7,2,2,4,7,1,7,1,2,5,2,5,4,3,5,2,5,3,1,5,1,2,4,5,4,3,4,4,59,"Arkansas","Midwest","Some college","City",10,2,7,7,4,"Male",26,12,31,16,4,-12.41205,7,13,13,2,8
18736444,5,6,5,5,5,3,3,2,5,4,3,4,5,3,4,4,3,4,4,3,5,2,3,5,3,4,5,5,5,4,71,"New Jersey","Northeast","High school graduate","Town",10,0,0,0,0,"Female",29,24,25,0,3,-24.41205,9,4,10,7,8
18784745,6,1,7,1,5,1,7,1,7,6,3,4,4,4,3,4,3,4,3,4,3,4,3,5,4,4,4,3,3,5,46,"Michigan","South","Some college","Rural area",5,2,3,4,6,"Male",28,20,26,9,2,0.58794999,12,13,13,1,6
18852910,4,2,7,4,6,5,5,2,3,3,2,3,3,2,2,3,2,2,1,3,4,2,2,3,5,2,4,2,2,3,30,"Utah","West","4-year","Suburb",8,0,3,4,5,"Male",20,17,15,7,1,16.58795,6,10,12,8,10
18909817,4,2,6,2,6,6,6,4,7,5,2,3,5,4,4,2,2,2,2,3,3,3,1,4,3,4,4,1,4,3,70,"Idaho","West","4-year","Rural area",0,5,1,9,7,"Male",19,18,22,15,3,-23.41205,5,11,9,2,8
18934686,3,2,5,2,3,4,5,2,5,4,3,4,4,3,2,1,4,3,4,3,4,3,3,3,3,3,3,3,4,3,53,"Pennsylvania","Northeast","High school graduate","City",6,0,2,6,7,"Male",24,15,24,8,2,-6.4120498,6,10,10,4,6
18953525,3,5,5,5,3,5,3,2,4,4,1,3,3,2,3,1,2,3,2,1,3,2,2,3,2,3,3,2,3,2,69,"Oregon","West","Some college","Suburb",3,3,3,3,3,"Male",15,13,18,9,2,-22.41205,5,5,10,8,6
18959545,6,1,6,3,6,1,1,1,2,1,2,1,4,5,1,1,4,3,1,1,4,2,1,4,3,1,5,1,2,1,73,"New Jersey","Northeast","Post-grad","Town",5,0,0,0,5,"Male",11,18,18,0,4,-26.41205,12,7,12,8,12
18977219,5,6,5,6,5,6,5,5,5,5,4,3,3,3,3,3,4,3,4,3,3,4,3,4,4,4,3,3,3,3,33,"Texas","Midwest","4-year","Suburb",10,7,7,8,8,"Female",27,16,24,22,NA,13.58795,6,6,7,8,7
18977526,7,5,7,1,7,1,6,1,6,1,4,5,5,3,2,4,5,3,3,3,2,4,4,5,4,4,5,3,4,4,56,"New Jersey","Northeast","Some college","Rural area",1,5,5,5,6,"Female",27,21,28,15,3,-9.4120502,13,8,13,2,13
18984671,5,1,7,1,7,1,4,1,7,1,2,3,3,3,3,3,4,5,3,2,5,3,2,3,3,4,4,3,3,5,54,"Florida","Midwest","4-year","City",5,0,0,0,9,"Female",23,18,25,0,4,-7.4120498,11,10,13,1,13
18986367,5,4,7,4,6,2,6,1,4,2,3,3,3,3,1,5,4,3,3,3,4,3,2,2,3,4,4,2,3,3,51,"Michigan","South","High school graduate","Town",NA,0,0,0,5,"Male",20,18,23,0,2,-4.4120498,10,9,13,7,11
19088083,3,5,4,4,5,5,4,6,4,3,4,4,3,3,4,3,3,3,2,2,3,2,4,3,2,3,4,1,2,2,53,"Kentucky","Midwest","Post-grad","City",NA,2,2,8,9,"Female",21,16,20,12,2,-6.4120498,5,6,5,7,9
19105676,7,5,6,5,7,1,7,2,4,1,2,3,5,3,1,3,3,4,3,1,4,2,3,3,2,3,4,4,2,2,45,"Illinois","South","4-year","City",3,2,4,7,3,"Male",18,19,20,13,2,1.58795,13,9,11,8,13
19145776,2,5,7,7,5,6,6,1,2,5,2,2,2,4,3,1,3,2,3,2,4,3,2,4,3,3,3,3,3,4,57,"California","West","High school graduate","Suburb",4,5,5,4,3,"Female",22,14,20,14,2,-10.41205,3,8,13,12,7
19230583,3,4,5,4,5,4,3,2,4,2,3,3,4,3,3,4,4,2,3,3,4,3,3,3,2,3,4,2,3,2,50,"North Carolina","Midwest","Post-grad","City",5,4,6,5,3,"Female",21,19,21,15,3,-3.41205,6,6,10,7,10
19265937,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,26,"Illinois","South","4-year","Other",0,5,5,5,4,"Female",24,15,21,15,2,20.58795,7,7,7,7,7
19340257,3,1,4,1,6,5,4,1,6,2,4,4,3,4,4,2,4,1,4,4,3,3,4,2,4,4,3,5,2,3,69,"Colorado","West","4-year","Rural area",4,0,4,3,7,"Male",32,13,22,7,2,-22.41205,5,10,10,2,11
19356357,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,49,"Missouri","South","High school graduate","Suburb",NA,6,6,6,NA,"Male",24,15,21,18,NA,-2.41205,7,7,7,7,7
19362239,2,3,3,3,4,4,5,4,3,5,3,4,4,3,3,3,4,3,4,4,3,3,4,4,3,3,4,3,4,3,38,"Florida","Midwest","High school graduate","Town",NA,NA,NA,NA,5,"Male",27,18,24,NA,0,8.5879498,5,9,6,7,6
19366952,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,43,"California","West","2-year","Suburb",NA,NA,NA,NA,NA,"Male",40,25,35,NA,2,3.58795,7,7,7,7,7
19398005,5,1,5,3,5,1,6,1,5,1,4,4,4,1,1,5,5,4,4,4,4,4,4,3,4,5,4,3,4,4,61,"Oregon","West","Some college","Rural area",5,0,0,0,6,"Male",28,20,27,0,3,-14.41205,11,12,11,5,11
19487204,1,3,6,5,6,6,6,1,4,1,3,1,3,3,2,2,1,1,1,1,4,1,2,3,1,2,4,3,1,2,52,"California","West","2-year","Town",0,5,5,5,0,"Female",15,16,10,15,3,-5.4120498,2,10,12,8,12
19585438,7,2,7,3,5,1,6,2,5,2,2,4,4,3,3,4,4,4,3,4,3,4,4,2,4,3,4,4,4,3,49,"Nebraska","South","2-year","Suburb",6,3,5,7,4,"Female",27,17,26,15,3,-2.41205,13,11,12,5,10
19605090,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,30,"New Jersey","Northeast","High school graduate","City",NA,10,10,10,6,"Male",24,15,21,30,4,16.58795,7,7,7,7,7
19611615,6,3,7,2,6,6,7,4,6,2,5,4,4,4,4,3,4,3,5,3,5,3,4,4,4,4,4,4,4,5,54,"North Carolina","Midwest","2-year","Suburb",8,4,7,7,8,"Male",34,20,26,18,2,-7.4120498,7,11,10,3,11
19654418,5,7,6,4,4,1,4,1,4,2,4,4,4,2,1,5,3,4,4,4,4,2,2,3,4,4,5,3,4,4,54,"Colorado","West","4-year","Suburb",10,0,0,0,2,"Male",26,21,23,0,4,-7.4120498,11,4,12,7,9
19658885,2,2,5,3,4,6,6,5,6,2,3,4,3,4,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,42,"Maine","Northeast","4-year","Rural area",2,5,5,5,5,"Male",25,15,24,15,2,4.5879502,3,11,7,4,9
19742886,4,5,4,3,7,2,5,2,3,1,2,3,5,5,2,3,3,3,2,2,5,3,3,3,3,2,4,2,4,3,27,"New Mexico","West","Post-grad","Rural area",4,5,5,5,NA,"Male",19,20,23,15,2,19.58795,9,7,9,7,13
19772697,4,4,7,4,7,7,6,1,5,1,3,3,5,4,3,3,3,4,3,2,4,5,2,4,3,5,5,4,5,3,43,"South Carolina","Midwest","4-year","Suburb",NA,NA,NA,NA,6,"Male",23,21,29,NA,1,3.58795,4,9,13,6,13
19803527,6,4,7,3,6,1,4,2,4,4,1,3,5,4,2,5,3,3,1,1,5,4,1,5,3,3,5,4,5,2,44,"Massachusetts","Northeast","High school graduate","Suburb",1,10,5,4,2,"Female",15,25,25,19,4,2.58795,12,7,12,6,9
19806031,1,4,4,3,4,4,5,2,5,5,3,3,3,3,3,3,3,3,3,3,4,2,3,3,3,5,5,3,4,3,51,"Illinois","South","Some college","City",NA,3,3,3,3,"Male",24,18,23,9,2,-4.4120498,4,8,9,5,6
19824030,3,1,6,1,5,6,5,1,6,5,5,5,4,5,4,2,5,5,4,5,5,4,5,3,5,4,5,3,3,5,49,"New York","Northeast","2-year","City",4,1,5,5,7,"Male",36,19,31,11,3,-2.41205,4,11,12,2,7
19876744,6,4,6,3,3,1,6,3,6,1,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,3,2,2,3,2,62,"Illinois","South","High school graduate","Rural area",10,0,0,8,5,"Male",19,13,21,8,4,-15.41205,12,9,10,4,9
19885715,5,3,4,2,6,2,4,3,5,4,3,4,3,3,3,2,3,3,4,3,4,3,3,3,4,4,4,3,4,4,67,"Washington","West","Post-grad","City",3,5,6,8,6,"Female",27,16,24,19,3,-20.41205,10,8,8,4,9
19933073,2,2,6,1,5,7,7,2,6,3,4,4,4,4,4,5,4,3,3,4,5,4,3,3,4,4,5,2,4,4,57,"North Carolina","Midwest","4-year","Rural area",2,1,2,8,6,"Male",28,22,27,11,3,-10.41205,2,12,11,2,9
19974726,4,1,5,3,5,6,7,2,6,1,5,4,3,4,5,3,3,4,5,5,5,2,4,3,5,2,5,4,3,5,37,"New York","Northeast","Some college","Town",NA,NA,NA,NA,4,"Male",38,19,22,NA,1,9.5879498,5,13,10,4,11
19977450,4,1,5,3,4,4,6,4,4,2,4,4,3,4,4,2,3,4,4,4,4,3,4,4,4,4,4,3,3,4,59,"California","West","4-year","Town",3,0,3,2,6,"Male",31,17,25,5,2,-12.41205,7,12,8,6,9
20106166,6,2,7,3,6,1,7,1,6,4,5,4,3,4,2,3,5,3,3,4,5,5,5,4,5,5,5,5,5,5,61,"Florida","Midwest","Some college","Town",NA,1,5,8,2,"Female",34,20,31,14,0,-14.41205,12,12,13,4,9
20140545,7,7,5,1,7,1,4,4,7,1,3,5,2,5,5,2,5,5,5,5,3,5,5,5,5,5,2,5,5,5,40,"Utah","West","4-year","Suburb",NA,0,3,5,5,"Female",38,14,35,8,4,6.5879502,13,4,8,1,13
20174803,4,5,5,4,4,5,5,4,4,4,3,3,3,3,4,4,3,2,4,3,3,4,3,3,3,3,4,3,2,3,48,"Mississippi","Midwest","Some college","Rural area",NA,8,7,6,5,"Male",26,17,20,21,2,-1.41205,6,7,8,7,7
20343970,3,4,4,4,5,6,4,4,5,3,3,3,3,2,3,2,4,3,3,3,5,3,4,4,3,2,4,2,3,3,59,"New York","Northeast","Post-grad","City",1,1,1,1,5,"Female",24,18,20,3,3,-12.41205,4,7,7,6,9
20346466,6,6,6,4,6,2,6,5,3,2,4,4,4,4,2,4,1,4,4,4,4,2,4,4,2,4,4,1,1,4,54,"Nevada","West","Some college","City",8,10,10,5,5,"Female",25,20,20,25,4,-7.4120498,11,7,8,8,11
20348573,5,2,7,2,6,3,2,4,5,5,4,4,4,2,5,2,3,2,4,2,2,2,4,3,4,3,1,3,3,4,36,"Virginia","Midwest","4-year","Suburb",7,1,4,7,3,"Female",30,12,19,12,3,10.58795,9,7,10,4,8
20351753,5,4,7,7,6,4,4,1,5,4,2,2,3,3,3,3,1,2,2,1,4,2,2,2,2,2,3,3,3,2,52,"Illinois","South","Some college","City",10,0,0,2,3,"Male",17,15,15,2,4,-5.4120498,8,7,13,9,9
20392077,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,3,4,4,3,3,4,3,4,4,4,48,"North Carolina","Midwest","4-year","Suburb",5,0,1,1,5,"Male",30,16,27,2,2,-1.41205,7,7,7,7,7
20582537,5,4,6,4,6,2,6,3,6,2,3,3,5,4,3,4,4,3,3,3,5,4,3,4,3,4,5,3,4,4,68,"Florida","Midwest","4-year","City",2,3,0,8,6,"Female",25,23,26,11,4,-21.41205,10,9,10,5,11
20597144,4,2,7,3,5,4,7,1,7,1,3,4,4,4,4,4,4,2,4,4,2,4,3,4,3,4,4,3,3,4,62,"Colorado","West","Post-grad","Rural area",NA,0,0,0,5,"Male",28,18,25,0,1,-15.41205,7,12,13,3,11
20690006,3,1,6,3,4,5,6,2,7,4,3,5,3,3,4,1,2,1,3,2,2,2,2,2,4,4,4,2,2,4,37,"Texas","Midwest","4-year","Town",8,1,6,7,6,"Female",24,12,19,14,3,9.5879498,5,12,11,3,7
20691896,4,3,6,3,7,4,6,3,6,2,3,4,3,3,2,2,3,1,3,2,2,2,3,3,2,3,2,1,2,3,49,"Florida","Midwest","Some college","Rural area",0,6,2,3,6,"Female",19,12,18,11,3,-2.41205,7,10,10,4,12
20787437,5,5,7,2,5,1,4,4,5,4,4,5,4,3,4,3,5,3,4,4,3,5,4,3,3,4,4,1,5,3,60,"Texas","Midwest","High school graduate","Suburb",10,2,8,8,4,"Female",27,17,30,18,3,-13.41205,11,6,10,4,8
20886739,6,6,6,6,7,7,6,5,6,4,3,4,4,4,5,5,4,4,3,3,4,4,5,4,4,4,5,4,4,4,61,"California","West","4-year","City",10,1,1,2,0,"Female",31,22,28,4,4,-14.41205,6,7,8,7,10
20898651,2,5,6,3,4,6,3,3,5,2,4,4,2,3,4,3,4,4,4,3,3,4,3,3,3,3,2,3,4,4,35,"Alabama","Midwest","Some college","Town",2,3,2,2,3,"Female",28,13,26,7,2,11.58795,3,5,10,5,9
20906749,4,5,4,7,6,4,5,4,4,1,1,1,5,3,2,4,1,1,1,1,5,1,1,4,1,3,5,1,1,1,38,"Michigan","South","Some college","Rural area",0,4,2,7,9,"Male",9,23,11,13,3,8.5879498,7,7,7,10,12
20911230,3,1,6,2,4,7,4,1,7,6,5,4,4,2,3,5,5,3,3,3,4,4,5,4,4,5,4,1,4,3,61,"Texas","Midwest","Some college","Town",10,0,1,2,4,"Female",27,21,27,3,3,-14.41205,3,10,12,2,5
20934033,4,3,6,5,6,2,7,3,3,3,4,2,3,2,2,4,2,3,3,3,5,2,4,3,3,3,3,3,3,3,40,"Kentucky","Midwest","2-year","Rural area",NA,6,6,6,6,"Male",25,18,17,18,2,6.5879502,9,11,10,9,10
20967581,3,2,6,2,6,5,6,1,7,2,3,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,3,5,4,63,"Massachusetts","Northeast","4-year","City",0,3,7,7,7,"Male",28,19,29,17,4,-16.41205,5,11,12,2,11
21018274,3,5,5,3,4,5,4,2,5,4,2,3,3,2,2,2,3,3,3,2,3,2,2,2,3,2,4,2,2,2,52,"Illinois","South","2-year","City",3,3,3,3,6,"Female",18,14,17,9,2,-5.4120498,5,6,10,5,7
21099658,2,4,5,3,4,5,5,3,4,2,3,3,4,2,2,4,2,2,3,2,4,2,3,4,2,2,4,2,2,3,34,"Vermont","Northeast","2-year","Town",8,0,2,5,2,"Female",20,20,15,7,2,12.58795,4,8,9,6,9
21099745,4,4,6,5,3,3,6,2,4,4,2,4,4,3,2,4,4,3,2,1,3,4,1,4,2,4,4,1,4,2,68,"Pennsylvania","Northeast","Post-grad","Suburb",4,8,9,10,8,"Female",13,19,26,27,2,-21.41205,8,9,11,8,6
21193830,1,1,6,7,1,7,7,1,1,4,1,1,1,1,1,1,1,1,1,1,5,1,1,1,2,1,1,1,1,5,62,"Michigan","South","Some college","Suburb",5,3,4,5,0,"Male",13,9,7,12,2,-15.41205,1,13,12,13,4
21228724,3,5,5,2,3,6,3,2,7,4,3,5,4,2,3,3,5,3,3,3,4,4,4,4,3,3,4,2,4,3,70,"Florida","Midwest","Post-grad","City",8,1,8,7,8,"Female",24,19,26,16,3,-23.41205,4,5,10,2,6
21258371,5,2,4,2,4,4,5,3,2,3,3,4,3,3,4,3,4,4,3,3,4,3,3,3,3,2,3,2,3,2,46,"Minnesota","South","2-year","Suburb",2,7,7,6,3,"Female",23,16,23,20,3,0.58794999,8,10,8,7,8
21338857,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,28,"California","West","High school graduate","City",NA,NA,NA,NA,NA,"Male",24,15,21,NA,0,18.58795,7,7,7,7,7
21371819,5,2,6,7,2,2,7,1,2,1,3,3,4,2,4,5,2,4,2,1,3,3,2,2,1,3,5,3,2,3,63,"Michigan","South","2-year","Suburb",0,0,0,0,0,"Male",19,19,19,0,3,-16.41205,10,12,12,12,8
21418887,7,5,7,4,5,1,5,1,5,4,5,5,5,3,1,1,3,4,5,3,4,4,5,3,4,4,4,1,4,4,58,"Ohio","South","4-year","Suburb",7,0,0,0,3,"Female",28,17,27,0,3,-11.41205,13,7,13,6,8
21488435,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,59,"California","West","Post-grad","Other",5,0,0,0,0,"Female",8,5,7,0,0,-12.41205,7,7,7,7,7
21509702,5,2,7,2,3,3,6,1,7,2,5,5,5,3,5,2,5,5,5,4,5,5,5,4,5,5,5,5,5,4,73,"Arizona","West","4-year","Town",7,0,5,9,8,"Female",38,21,33,14,2,-26.41205,9,11,13,2,8
21575091,1,3,6,7,4,7,7,1,1,1,5,2,3,4,5,5,1,1,5,5,5,1,5,4,5,1,5,5,3,2,36,"Arkansas","Midwest","Some college","City",0,8,5,2,7,"Male",37,22,13,15,3,10.58795,1,11,12,13,10
21745172,3,1,6,5,5,6,6,4,5,2,2,3,3,2,2,3,1,3,4,2,5,2,2,5,3,3,5,1,2,4,43,"California","West","High school graduate","Rural area",NA,5,5,5,5,"Male",20,21,16,15,1,3.58795,4,12,9,7,10
21801917,1,3,5,4,3,6,6,3,3,2,2,3,3,3,5,4,3,2,4,2,4,2,1,2,2,1,3,2,1,3,60,"Florida","Midwest","2-year","Suburb",5,0,0,1,0,"Female",21,16,15,1,2,-13.41205,2,10,9,8,8
21869974,3,5,6,4,3,3,2,1,6,6,2,3,2,3,1,5,3,2,2,2,4,2,1,4,2,2,3,1,2,2,42,"Utah","West","Post-grad","Suburb",9,1,5,5,7,"Female",13,18,17,11,3,4.5879502,7,4,12,5,4
21911570,5,5,5,5,5,5,5,5,5,5,2,3,2,2,5,2,2,1,5,2,2,2,2,1,5,2,5,1,2,2,41,"South Carolina","Midwest","4-year","Town",NA,5,5,5,NA,"Male",24,12,14,15,NA,5.5879502,7,7,7,7,7
21925803,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,"Indiana","South","Some college","Suburb",8,NA,NA,NA,NA,"Male",24,15,21,NA,3,26.58795,7,7,7,7,7
21950587,4,4,5,4,4,5,5,4,5,2,1,1,2,2,3,2,2,2,1,1,2,2,3,2,1,3,2,2,2,2,28,"Alabama","Midwest","2-year","City",NA,NA,NA,NA,4,"Male",14,10,14,NA,2,18.58795,6,8,8,6,9
